"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"default",33,18,40,12,109.46766166548471,50
"default",21,24,24,16,107.16490001498488,40
"default",37,15,40,34,206.05273994076614,100
"default",20,12,40,30,270.6468325891497,130
"default",17,24,38,15,245.84687326832784,110
"normal",10,35,24,27,36.87670624197323,121.65088517169089
"default",3,35,20,21,242.78474223307603,110
"default",4,10,10,11,85.59862717781444,30
"default",10,34,20,21,170.35117903089065,80
"default",11,20,41,14,314.9208164102016,150
"opportune",10,10,25,24,54.27560548185268,781.437814921022
"default",30,18,20,24,124.0314205302846,60
"default",23,36,20,2,346.08032786344074,170
"default",20,6,24,33,283.96408848271096,140
"default",11,24,20,26,97.88228312017638,50
"default",27,15,8,42,336.0342110098906,170
"default",30,47,10,23,316.2997857591756,160
"default",23,25,24,30,56.780102709793674,30
"default",22,13,29,40,284.44917342585455,140
"default",7,42,27,15,359.3267846228712,170
"default",15,46,21,28,191.18359672178988,90
"default",36,24,30,21,71.92393471374243,30
"default",29,24,21,29,104.9362809236288,50
"default",17,10,36,15,199.74296751802964,100
"default",40,10,13,10,273.01992602059374,140
"default",15,45,18,20,261.7293856379536,130
"default",2,35,40,33,394.9937400549956,190
"default",20,17,37,40,290.6360012867533,140
"default",46,46,30,26,262.790298032471,130
"normal",20,24,26,26,46.739829919389194,12.735436213911226
"default",42,30,3,46,431.70779124051035,210
"default",9,9,22,13,136.98990694860743,70
"normal",30,40,22,27,24.09438961481475,29.509486251528084
"default",6,6,20,28,267.58154185186976,130
"default",1,48,41,30,440.89306907173716,220
"default",32,17,33,15,37.70003121056273,10
"normal",15,40,26,26,35.99079443465278,20.2519151484463
"default",24,32,27,27,62.88323403245434,30
"default",47,15,40,35,220.42853937367087,110
"default",12,34,12,34,6.003707252741455,0
"default",40,33,44,8,262.6633966255456,130
"default",13,34,19,24,122.65303054686905,60
"default",44,7,24,17,245.22432525095178,110
"default",32,40,28,24,168.56306081143367,80
"default",4,35,20,22,211.20452851771503,100
"default",38,28,31,16,141.8609212451687,70
"default",21,31,43,30,235.54624306903372,110
"hurry",30,40,0,0,17.9575704880079,50
"default",38,15,44,8,112.72743405056563,50
"default",40,22,27,19,145.85019478165336,70
"default",20,19,27,20,82.78034960038796,40
"default",12,24,20,13,136.6959686112216,70
"default",26,24,14,24,122.94955708456523,60
"default",40,32,32,15,189.93099166190757,90
"default",26,37,24,15,224.01337710364135,110
"opportune",30,15,23,25,26.198394291805638,308.29845655825153
"default",14,24,49,49,435.6156516259204,220
"default",12,34,48,48,434.01758325086166,190
"default",8,10,40,38,432.01607313795796,210
"default",34,15,24,25,162.82506182878913,70
"default",24,22,15,43,241.07488415730313,110
"default",24,16,10,29,200.46601880365472,100
"default",30,42,19,38,125.09275660086261,60
"default",48,48,10,40,412.6851846769914,190
"default",42,42,10,27,362.9068827686754,180
"default",15,33,24,21,157.12801772106832,80
"rich",20,30,35,15,53.330551132264866,13.39000683532085
"default",30,41,14,20,289.1384331067262,130
"normal",24,24,24,27,46.687765077413154,13.882343987555483
"default",31,15,21,28,170.14290220269538,80
"default",27,38,15,42,128.16346302800235,60
"normal",24,24,27,27,20.97982606393772,10.867464218473875
"default",5,35,15,10,297.0100074189823,130
"default",29,15,14,34,248.0916100598085,120
"default",35,15,2,47,464.21302821086095,230
"default",9,41,23,16,298.684646937533,140
"default",37,40,10,27,307.14950110211066,150
"rich",0,10,22,22,54.01741763913887,10.098642744465039
"rich",24,35,43,15,42.585712167573135,6.02155741281475
"default",15,48,20,26,237.55087472391904,110
"default",23,24,40,20,182.1870725892679,90
"default",30,22,49,49,340.54420710312183,170
"default",42,11,21,29,280.9035831324044,140
"default",13,34,48,48,398.8311103802754,190
"normal",24,35,27,24,23.424891494466017,32.81000998926056
"normal",15,40,27,27,36.56010175680832,62.406226583961285
"default",26,26,15,48,252.01637007604174,120
"budget",10,35,20,0,403.6941498034131,728.0109889280518
"default",30,16,22,37,230.86103513577746,110
"default",22,32,23,40,94.87433763259618,40
"default",40,16,20,21,219.23023285709706,100
"rich",20,24,20,19,47.92017353190989,2.714381080628949
"default",43,9,22,33,336.0831935218962,160
"default",28,28,14,24,154.3630144766902,70
"default",40,35,40,15,205.22854864513175,100
"default",24,29,29,39,118.46624802571876,60
"default",10,16,40,3,338.45193231815193,160
"normal",24,35,27,24,34.65482012572303,76.944054178054
"default",10,13,10,16,41.38281540923984,20
"default",24,40,30,25,181.65505630882126,80
"default",45,45,40,3,429.0836714958646,210
"normal",20,30,24,27,31.516433865591335,6.705213811541402
"default",40,38,10,39,309.3409080681495,150
"default",32,40,7,7,419.2937432185432,210
"normal",49,0,24,25,24.7122970555602,203.74706145699042
"default",24,21,20,25,68.7481594850482,30
"default",22,18,10,26,154.29934124780317,70
"default",5,5,23,36,368.5702796340998,180
"default",48,1,20,4,289.94162012774706,140
"normal",15,40,24,28,37.91430287523702,73.26390700567379
"budget",30,40,0,0,552.1905592773903,1000.0
"default",2,2,6,6,57.24722928418144,30
"default",23,34,36,40,148.12471030704432,70
"default",20,5,14,24,226.6453064349463,100
"rich",20,30,40,13,54.268177250185346,6.684716061938265
"default",17,20,24,20,83.996698691128,40
"default",20,6,14,24,196.3494946464136,90
"normal",24,24,27,24,23.90917279937292,5.764587622776211
"default",32,17,19,20,152.85853343083454,70
"default",28,38,40,21,211.00004345016546,100
"normal",24,24,22,24,30.754580568905652,2.5460665220035192
"default",30,44,22,22,244.05560679482187,120
"normal",24,24,26,26,11.281171958815811,8.402850189396716
"default",24,31,24,17,146.70211110984263,70
"default",20,27,10,18,158.09540408141385,70
"default",9,35,4,35,71.53863045087672,20
"default",10,31,30,45,253.37028720120176,120
"default",10,30,29,29,197.8317458781012,100
"default",10,19,40,38,362.4097108467715,180
"default",31,16,15,24,185.17941978103556,90
"default",16,39,6,6,356.52295569002564,170
"default",39,29,22,24,185.11830016354975,90
"default",16,20,27,40,241.4593942786692,110
"default",28,32,25,25,82.86706023678543,40
"default",10,28,30,18,236.51312165029796,110
"default",22,27,10,35,168.68543700119397,70
"rich",20,20,40,20,58.05260823010759,12.091834685400514
"default",20,2,41,14,248.2413179319974,120
"default",18,39,40,9,390.62871751677716,190
"default",18,40,44,7,424.12570216681985,210
"default",40,23,10,14,336.00317127025227,160
"normal",24,24,25,25,24.970693239388382,3.5065008083250637
"default",30,25,40,11,176.9057326311315,90
"default",10,33,10,11,235.59075430325538,110
"default",22,32,28,38,87.20541236687471,40
"default",10,14,18,32,207.72101190276794,100
"default",15,44,8,42,85.73648471148701,40
"default",40,36,40,9,276.25077002239806,140
"default",14,34,31,16,254.3300242894329,120
"default",11,36,30,24,234.286974412714,110
"default",31,40,12,10,360.4749988706038,180
"default",10,39,40,1,487.6936786161693,240
"default",20,9,22,18,96.84351403773438,50
"rich",20,30,40,18,43.93338594206284,3.905904588557672
"default",4,45,10,19,277.636047252914,130
"default",38,40,1,35,386.41215079720723,190
"default",4,4,30,23,337.94294575586486,160
"budget",40,30,20,0,403.2889357857054,721.1102550927978
"default",20,7,15,41,347.67739700754754,170
"default",10,17,17,10,105.20300560941749,50
"default",13,20,22,37,211.35567808241709,100
"default",20,38,30,28,145.02096790611063,70
"budget",40,15,20,0,312.72348480408436,500.0
"default",10,18,30,30,241.46567056768785,120
"default",24,19,20,26,85.51394983218636,40
"normal",15,40,25,25,23.716088613137963,39.709216954120436
"default",23,40,34,40,131.15985129966566,60
"normal",24,35,24,24,18.854384226678157,39.7993905450651
"default",20,26,30,23,109.91149983641112,50
"default",22,24,20,16,95.71383447023456,40
"default",30,17,13,10,187.77884074473505,90
"default",38,15,24,22,163.96026023602172,80
"budget",30,15,0,0,398.92187772851344,670.8203932499368
"default",46,30,14,10,385.8309425751016,190
"default",19,20,30,24,125.28539805323265,60
"default",34,40,27,19,230.796660848607,110
"default",12,37,10,31,85.25133490451054,30
"default",29,29,20,15,176.06278539676111,80
"default",1,1,15,49,507.3293356487268,250
"default",1,35,30,21,328.6384455833094,160
"default",14,10,27,19,169.65933680754844,80
"default",43,10,0,10,439.65831143962583,220
"default",15,45,13,34,116.09434191923323,60
"rich",24,24,42,15,37.293517637829694,3.6446601406077814
"default",20,28,19,24,47.54236093061601,20
"default",47,47,16,20,425.6390473195974,210
"default",40,3,29,16,188.17281833774285,90
"default",11,24,27,15,194.4637351477764,90
"default",7,7,5,44,385.65107002507864,190
"default",30,47,23,24,246.126234912165,120
"default",16,40,6,6,357.5313875533475,180
"default",32,17,20,6,164.6951376539851,80
"default",13,40,46,4,500.1844688668735,240
"default",13,24,10,11,147.77103205381727,70
"default",20,1,33,40,418.9234642638287,210
"default",40,31,20,29,212.3704196308525,100
"default",25,40,20,25,169.43076615510208,80
"default",40,26,12,10,330.96549857740854,160
"default",38,28,40,16,139.67785773471073,60
"default",22,33,21,31,39.68132920314664,10
"default",40,9,30,43,382.76927700159075,180
"default",40,6,40,20,146.62480529397692,70
"default",15,42,0,35,192.55073819087994,80
"default",27,15,7,7,219.8936224258716,110
"default",40,34,40,2,327.506939109024,160
"default",9,35,7,35,29.18074002009245,10
"budget",24,15,0,0,324.94816762099236,566.0388679233962
"default",24,33,12,37,127.95502182075116,60
"budget",15,40,0,0,453.61158245468056,854.4003745317531
"budget",24,35,0,0,480.8878008874968,848.7638069569177
"default",15,24,40,17,264.95937217711474,130
"default",10,15,20,4,155.17707886181103,70
"default",36,40,3,46,347.9080959868098,170
"default",22,18,47,2,300.84168082881786,150
"default",25,24,22,33,102.63586381711846,50
"default",5,35,20,21,224.51797763902908,100
"default",10,11,11,20,100.6314711279905,50
"default",6,43,22,12,359.25002961860537,170
"normal",49,15,27,27,55.8745699847515,54.77016781035905
"default",18,32,40,9,324.6464695081161,160
"rich",24,24,39,15,30.267846631723778,8.424308326676229
"normal",24,24,24,27,16.375658351699354,2.547948778026138
"default",15,10,43,15,288.45624294884965,140
"default",22,13,40,17,195.80992049365616,90
"default",46,15,32,17,162.15357769674858,70
"default",8,8,49,0,432.39541638585996,210
"default",28,40,25,25,163.390090898033,80
"default",19,40,46,46,278.7333489363069,140
"default",24,29,43,15,246.4131487039258,120
"default",20,22,29,15,122.15554650420272,60
"default",25,23,40,5,242.42519014205118,120
"default",35,23,10,10,283.5866201506818,140
"default",27,27,20,0,302.99942344478865,140
"default",30,48,35,40,108.34875834888838,50
"default",21,19,44,8,274.87806974142916,130
"default",11,40,47,47,370.08132980909306,180
"default",40,7,22,32,317.84677784736317,150
"default",10,31,10,29,30.45339251481527,10
"normal",49,30,25,25,43.017853525086984,71.36716629934695
"default",17,32,35,22,217.9510346342075,100
"default",39,29,24,24,160.8270350381787,80
"default",6,10,48,30,487.97041971542166,230
"default",29,15,28,40,253.089383157748,130
"default",38,27,30,42,177.06971856458293,80
"default",42,42,40,19,241.90675418355826,120
"default",33,19,10,25,239.76622449976793,120
"default",40,39,40,25,151.69794206905738,70
"default",42,30,22,13,269.04675917421457,130
"default",23,24,30,20,89.7203813896029,40
"default",26,15,10,29,215.55666539915055,110
"hurry",20,30,0,0,23.532518716971463,50
"default",16,33,17,10,232.61829366910203,120
"default",10,28,40,40,349.43445692637613,160
"default",26,24,31,40,180.75638977201913,80
"rich",10,35,20,40,18.818046400495717,1.090495816812517
"normal",0,0,27,24,23.5191094525163,195.33212650039516
"default",41,15,47,15,78.00383909887961,30
"default",20,13,24,26,143.8141566929869,70
"default",14,40,22,18,238.9828770749409,120
"default",20,29,40,19,237.6602172147637,110
"default",30,46,24,24,229.95054293488494,110
"default",46,4,40,15,133.9570131057622,60
"default",41,41,37,25,182.98775548135495,80
"default",24,16,23,16,23.10123307335021,0
"normal",49,0,28,24,31.44545803910572,77.52486755980709
"default",20,11,22,37,274.3306982568982,130
"default",24,19,13,24,132.23136373078972,60
"default",20,6,37,15,205.25877519858727,100
"default",28,28,21,31,98.08235812459613,40
"default",12,10,15,44,353.85028399219664,170
"default",15,46,24,21,278.08850361006535,130
"default",19,38,24,16,244.16073164251026,110
"random",24,24,10,19,11.26361312402477,585.6069133215774
"default",10,34,12,34,31.916976366287905,10
"default",33,40,25,25,176.6645944331672,80
"default",14,20,24,16,111.58932467188245,50
"default",20,16,36,40,295.76851586793674,140
"default",10,16,15,46,306.73053894403995,150
"default",30,29,10,33,209.08543109457668,100
"default",21,21,32,17,138.3176118331512,60
"default",12,37,21,21,197.65173329336895,90
"default",32,17,42,11,117.67158449137061,60
"default",23,23,28,28,94.21392996029603,40
"default",22,40,2,2,458.79756298707036,210
"default",27,40,20,40,80.08536062233314,40
"default",38,28,23,40,207.77355721753761,100
"default",13,38,22,40,95.56585469557061,50
"default",34,15,25,36,240.73948261532124,110
"default",20,23,33,19,140.96371411418215,70
"rich",20,20,40,15,52.87260056248701,3.4340008472546057
"default",10,19,10,18,16.48551767951733,0
"default",29,39,19,10,311.5918953252889,150
"default",40,29,5,10,400.1080444079335,200
"default",43,30,10,32,353.9788250624078,170
"default",30,23,40,7,204.28115634085543,90
"default",9,35,33,19,298.0036946419261,140
"default",20,18,2,10,198.93163357494421,100
"default",17,20,20,20,34.837894540905346,20
"default",10,17,12,34,175.549015392904,90
"default",40,10,23,25,236.3809351220806,110
"default",46,5,4,10,437.5824835768463,210
"default",19,20,40,28,237.65839337459937,110
"default",45,45,49,49,58.79447237300406,30
"default",28,18,40,1,217.94382726907776,100
"default",33,15,49,0,230.9209399859106,110
"default",36,15,35,40,256.8198235247065,130
"default",4,4,12,10,105.26103505502329,50
"default",24,26,24,35,99.47432059066819,40
"default",35,22,10,10,294.5023116644232,140
"default",5,10,24,28,264.6912963570946,130
"default",23,36,49,15,341.6570326083233,170
"rich",20,20,15,46,18.77921734284596,7.387996386068258
"default",20,8,30,48,418.5845429779897,210
"default",24,33,10,32,155.73631023491143,70
"budget",20,30,0,0,401.8547966239262,721.1102550927978
"default",22,26,21,28,40.212361866930905,10
"default",27,38,10,27,212.97303532618082,100
"default",14,34,29,31,155.34172500825662,80
"default",12,20,26,33,200.95040192744827,100
"budget",30,30,20,0,375.96729170324755,632.4555320336758
"default",48,30,49,0,305.9466627681611,150
"hurry",20,20,20,0,28.282922392866617,50
"default",24,17,4,10,216.1115230381975,110
"default",28,32,16,33,130.55774210095063,60
"default",38,15,26,37,266.0472637535016,130
"default",2,10,1,35,267.4506040136606,130
"default",29,16,43,9,160.22168382636238,80
"default",28,15,28,17,32.77352305688016,10
"default",24,22,35,23,117.71362647789118,60
"default",10,25,24,20,150.06319327818593,70
"default",26,37,19,38,79.4907904409637,40
"default",30,44,22,17,287.59091626186455,140
"default",30,21,15,20,155.83838014801518,80
"default",3,46,15,49,136.39924574808484,60
"default",27,19,41,14,152.7476832068278,70
"default",40,17,15,48,411.8573936452264,200
"budget",40,15,20,0,306.09140943235093,500.0
"default",9,41,4,10,319.165352169491,160
"default",23,14,10,18,141.3677419200234,70
"default",26,21,12,20,143.46935698627044,70
"default",26,26,10,12,219.0855193467343,110
"budget",30,40,0,0,570.1195683095697,1000.0
"default",31,40,11,20,289.45553363262053,140
"normal",24,24,28,24,27.28968782930933,12.251817176515765
"budget",40,30,20,0,423.953997368156,721.1102550927978
"default",37,15,10,36,343.48067590166306,170
"default",40,18,15,24,266.23091765257755,130
"budget",10,35,20,0,395.57505872232946,728.0109889280518
"default",40,39,21,28,236.5783620511797,110
"default",29,24,40,15,147.36899707945668,70
"default",15,24,36,24,215.87948705337976,100
"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"budget",24,15,0,0,341.375933645453,566.0388679233962
"hurry",15,49,0,0,4.2712423995401325,50
"default",44,8,30,27,244.62149525334016,120
"default",10,28,26,40,216.01968790515957,100
"default",30,43,42,15,306.61607375087374,150
"default",20,2,47,2,274.5139232363594,140
"default",9,35,17,10,264.68381328864194,130
"default",25,25,13,40,193.78880012727893,100
"default",20,16,46,30,298.5901872103637,150
"default",43,30,18,39,277.57408376676915,130
"default",48,30,33,40,190.1385822470638,90
"default",8,35,10,31,64.59216621751794,20
"hurry",10,40,0,0,20.216731592438194,50
"default",35,15,24,31,203.57338367845776,100
"opportune",24,24,25,25,28.261269913593114,75.3061834094174
"default",15,43,10,13,318.46890361198695,150
"default",29,39,16,40,133.4377340362666,70
"normal",40,15,27,27,15.986315296469819,88.37092485782776
"default",20,38,20,29,95.76783503156142,40
"default",16,24,20,10,154.5152728113334,70
"default",40,17,20,8,229.23060045292866,110
"default",16,40,0,10,348.94491826112034,170
"default",30,17,20,21,114.29722370987186,50
"rich",10,24,27,20,35.30429629688368,5.17696167498077
"default",21,37,5,10,316.82887601407225,160
"default",40,28,10,11,348.6635590562195,170
"default",14,39,20,24,173.548611241781,80
"default",13,38,12,24,150.1316680483671,70
"default",15,47,16,33,154.810635877075,70
"normal",20,10,23,24,40.93691743138441,30.430869815645508
"hurry",24,35,0,0,9.303566638424403,50
"hurry",24,35,0,0,13.668966816944916,50
"default",28,15,42,42,313.54166790160707,150
"default",43,43,13,34,319.8052182880683,160
"normal",24,35,28,28,41.26369293076478,35.85842666060674
"default",35,40,30,28,152.4886887955601,60
"default",20,14,2,10,189.53989011227537,90
"default",24,18,40,3,251.12204915597732,110
"default",36,40,15,43,218.1541770960014,110
"default",39,15,40,1,147.18197454343337,70
"rich",20,20,19,40,19.51756806105378,0.9556428713170501
"rich",20,20,49,15,55.20833101836585,7.49698370572761
"default",20,13,10,27,179.78447560280094,90
"default",33,40,24,27,165.45385604641928,80
"default",40,29,43,43,151.06664892263422,70
"default",11,34,23,24,160.23140594732251,80
"hurry",40,0,0,0,46.12325570709121,50
"default",31,40,6,10,398.38422416601253,200
"default",8,8,25,36,337.10995286121897,160
"hurry",40,30,20,0,38.66912351204999,50
"default",43,10,30,22,188.33957373941098,90
"normal",40,15,26,24,29.49118020964512,107.25514749503495
"default",27,15,10,36,299.58949824226147,140
"default",30,28,30,18,116.27122064497493,50
"default",40,2,40,32,302.46644492727825,150
"default",26,21,30,45,268.75066779315665,120
"default",10,29,16,33,78.21152593335971,40
"default",12,10,20,3,128.01782319440355,50
"default",4,4,20,25,277.0740959887694,130
"default",40,36,10,35,308.16210794676067,150
"default",20,6,22,13,80.25174439211388,40
"default",23,36,46,30,241.35119178717125,120
"default",29,40,20,29,148.43651297265316,70
"default",22,13,39,15,172.8062110033188,90
"default",41,13,29,39,300.85580822173245,140
"default",47,47,25,25,320.9584504783513,160
"default",24,34,10,21,194.97891165370555,100
"default",14,10,44,30,370.83013669054617,180
"rich",10,35,24,28,47.524514452186104,4.237550482213999
"normal",30,15,27,27,22.59274583366776,55.07210014025736
"default",27,20,24,27,78.95600129677138,40
"budget",40,15,20,0,296.6260077180694,500.0
"budget",24,24,20,0,270.7415859551499,486.62100242385753
"default",27,24,30,17,79.87458638667299,40
"default",22,18,8,42,279.3766038783876,140
"default",30,44,37,15,306.23083356784116,150
"default",12,37,27,24,214.64432963190416,100
"default",40,34,22,32,186.32947422196708,90
"budget",49,49,20,0,604.642126706996,1138.7712676389406
"default",7,10,30,48,445.8193431210308,220
"default",9,9,40,19,341.6488138858526,160
"normal",10,35,24,26,33.48698258662288,18.603040009506053
"normal",10,35,27,27,30.911368382901035,120.4532491079666
"default",26,15,25,15,20.66567351371499,0
"default",27,40,9,35,199.73658065354996,90
"budget",24,35,0,0,498.0729582586667,848.7638069569177
"default",15,42,20,40,59.99704164232533,30
"default",22,24,40,8,251.29746839773284,120
"default",12,24,5,35,139.1835214940775,70
"default",29,24,7,10,263.0887708587039,130
"default",18,20,10,19,82.34047838069098,40
"default",41,41,23,36,196.54605326573076,90
"default",43,15,25,24,212.6962426748804,100
"default",24,27,13,38,159.37054495586295,80
"default",40,13,27,32,231.67864640911765,120
"normal",15,40,25,25,22.47466033202894,53.55420996583383
"default",21,40,10,20,233.03247150720995,110
"default",7,7,13,34,292.09660537513054,140
"default",40,37,37,26,115.51336453300888,60
"default",47,15,13,20,348.09640816047545,170
"hurry",40,30,20,0,22.85593560909739,50
"default",10,22,30,49,349.3762379757124,170
"default",15,33,19,20,151.18253637280966,70
"default",19,10,8,35,279.7238261602799,140
"default",40,3,17,32,380.26905567375934,190
"normal",0,10,23,25,22.128396787177707,43.94013588049625
"normal",10,20,25,25,17.928248979639342,10.292292354069449
"default",29,16,25,36,220.6131562720774,100
"default",18,32,9,41,135.34617506402464,60
"default",30,28,2,47,345.00607826748035,170
"default",24,31,23,24,76.90110567904793,40
"default",33,15,33,40,251.03405362144377,120
"random",30,15,10,38,32.57206269841332,330.9605935143997
"hurry",40,40,20,0,28.889232667062892,50
"default",27,19,23,25,77.41021605355368,40
"default",40,27,40,24,37.964910592459454,20
"default",30,18,10,19,211.07330828841293,100
"hurry",30,40,0,0,80.77936138166201,50
"default",30,41,27,38,51.41133911977308,20
"default",16,20,14,40,203.70190232071397,100
"default",20,23,40,25,206.8738962908023,100
"normal",15,40,24,27,31.62125918783413,56.75019071982185
"default",35,40,48,48,161.1499947843966,80
"budget",30,40,0,0,567.7683632923168,1000.0
"default",11,24,20,30,116.33062376893363,50
"budget",40,30,20,0,411.06315673098675,721.1102550927978
"default",10,12,10,10,31.1542615028794,10
"default",33,40,30,19,236.06605196776408,110
"default",30,45,46,15,345.6554263587808,170
"default",40,20,29,15,131.03780800564695,60
"normal",30,15,30,25,29.265873917003947,27.314963668695874
"default",30,16,29,40,255.80597330289282,120
"default",30,26,25,25,59.42564868631625,30
"default",47,3,23,16,275.7191886871071,140
"default",35,22,20,26,160.0096339787283,80
"default",19,40,18,20,213.28209055384565,100
"normal",20,20,26,26,36.01933388959883,70.19069050586812
"default",26,40,25,34,68.27023582370774,30
"default",20,1,40,1,210.95238528401006,100
"default",19,20,19,10,106.64793581790899,50
"default",15,20,21,40,213.46546618831331,100
"default",40,24,7,35,358.4001548732542,170
"default",34,21,20,6,208.29886243610508,100
"normal",15,49,26,26,20.064953148560086,5.715217974606214
"rich",20,10,40,19,53.083908118364405,3.007544856987241
"default",24,20,40,40,262.9081511962338,130
"default",10,23,30,22,209.70442921932315,100
"default",40,25,8,8,379.5614167907081,180
"default",22,32,42,15,271.85432827794165,130
"default",6,35,48,15,468.065274841852,230
"default",40,29,18,32,222.36499073867404,110
"default",42,12,30,16,137.3767571477787,60
"default",17,32,40,24,250.6080264653497,120
"default",15,41,26,24,209.18518598703184,100
"default",40,27,20,11,271.72021498776996,130
"default",20,3,40,23,297.1060797350055,140
"default",40,14,10,20,322.51673737409936,150
"default",40,35,1,10,465.70998065250234,230
"default",29,31,48,48,266.4503330632038,130
"default",30,29,2,2,410.80666995089854,190
"default",21,31,34,20,173.20911500934477,90
"default",24,33,26,15,190.64671645090556,90
"default",24,32,45,6,345.79668412461456,170
"default",20,8,42,11,226.49098940774422,110
"normal",15,40,24,29,28.31499369405819,82.24367176858946
"default",40,37,40,4,332.71083649489464,160
"normal",0,49,24,25,32.09527394556581,60.989943829163025
"default",38,15,42,12,54.29716380880565,20
"default",10,31,14,39,90.05506403574336,40
"default",10,33,20,27,126.16726235363905,60
"default",36,24,10,40,311.1908074249713,150
"default",20,19,38,40,285.2282736309838,140
"default",32,40,30,49,108.62029114254835,50
"default",20,25,21,29,53.32697518761358,20
"default",41,15,10,29,341.7119257661174,170
"default",30,19,11,36,274.018295318736,130
"default",30,47,33,19,289.44291952878507,140
"random",15,40,10,38,43.529859730038766,806.21322215562
"default",40,36,10,21,357.1689195950015,170
"default",41,41,35,40,76.91141253802061,30
"default",29,39,27,32,79.64283097438086,40
"budget",15,49,0,0,575.9969238215247,1024.8902380255165
"normal",0,35,30,22,28.273914277569848,45.91951889142142
"default",24,19,20,26,92.01349863402368,40
"default",20,29,40,17,249.11547783232493,120
"default",10,39,27,32,195.9481360443604,90
"default",48,1,22,17,307.56559910055586,150
"default",40,10,15,49,469.5736528286616,230
"default",10,11,12,10,28.842441491781294,10
"default",20,21,28,32,138.9966999411021,70
"default",24,17,15,45,300.8750250411325,150
"default",18,10,38,15,219.99182866470542,100
"budget",30,15,0,0,393.3698881377321,670.8203932499368
"default",17,40,24,26,176.65176372824055,80
"default",40,2,17,24,322.75061646359626,160
"default",44,30,20,29,241.2365130660963,120
"default",17,39,24,30,126.6643308066352,60
"default",24,28,44,15,244.96797781627328,120
"default",38,27,24,24,144.4968135062189,70
"default",6,43,20,27,228.3838894795315,110
"default",10,12,14,40,290.6365731003548,140
"default",11,10,23,24,199.50767785331604,90
"default",11,36,15,45,105.86483342193328,50
"default",24,30,20,29,46.262413343013925,20
"normal",40,15,25,23,37.94770735907627,42.56207409588843
"normal",24,24,24,27,50.89853246793668,8.975397468703447
"default",27,20,30,46,275.1603710869856,130
"budget",24,24,20,0,308.04040990702254,486.62100242385753
"default",10,16,5,44,293.50701408358043,140
"default",2,10,12,37,293.5879902397322,140
"default",33,18,13,34,266.08417848465206,130
"default",5,35,40,6,460.74552102644327,230
"default",25,40,22,26,147.08859149981257,70
"default",20,14,25,24,117.9744897305685,60
"default",20,26,35,23,155.07024923912869,80
"default",19,20,31,40,237.42840772857843,120
"default",22,12,15,49,384.1295633745525,190
"rich",10,35,30,22,34.54520059636677,4.49275144731503
"default",9,35,21,19,206.57071549559726,100
"default",20,11,7,35,279.5322883052539,140
"default",24,31,20,20,121.39636703543574,60
"default",33,19,17,40,269.48072358174966,130
"default",46,46,40,32,162.16326953056875,80
"normal",10,35,26,24,32.11622920511356,78.68072891342317
"default",6,6,39,40,476.99785934542854,240
"default",25,24,28,15,103.08120960280779,50
"default",30,25,36,24,69.19314466940507,30
"default",35,22,18,40,253.0691583126931,120
"default",20,27,34,15,189.32445215557206,90
"default",15,10,36,40,374.277595152091,180
"default",30,18,30,27,94.07438379897414,40
"default",10,14,28,32,263.4904215854551,130
"opportune",49,30,25,25,92.16060940951118,509.72372608318426
"default",21,24,20,17,73.16631222273494,40
"default",20,5,20,21,164.50398036146,80
"default",35,15,24,30,190.9007777813055,90
"default",46,30,24,31,233.01230243736484,110
"default",25,34,41,41,187.248502594612,90
"default",47,15,10,21,380.66167524504016,190
"default",15,42,3,46,132.0948681487032,60
"normal",40,15,25,23,29.897026483483675,5.096584512900229
"default",45,15,49,30,178.79066164078932,80
"default",21,11,34,20,163.47038670800893,80
"default",34,15,48,1,202.5738968866973,100
"default",9,9,31,15,240.46303579813357,110
"default",25,36,26,37,42.94004975104509,10
"default",40,22,35,22,51.67950703620456,20
"default",24,34,28,32,56.12333526725886,20
"hurry",24,15,0,0,0.6963938508293113,50
"default",40,9,10,30,372.62395352119916,180
"default",25,36,21,31,88.3401736759073,30
"default",17,39,44,8,419.43818608897044,210
"budget",30,49,0,0,618.3924053979518,1149.086593777858
"default",4,10,30,15,270.63482130127534,130
"default",30,26,11,10,257.78596312868535,120
"default",20,28,28,32,104.86366185443259,40
"default",40,22,30,27,115.27754756431725,60
"default",18,24,20,0,250.28236747705267,120
"default",20,15,10,26,169.92766088222857,70
"default",6,10,24,23,234.77250980007844,110
"default",40,33,12,40,305.95422042422445,140
"default",41,41,40,39,26.582701157645364,10
"normal",20,30,24,28,32.71191006125263,14.379666205259287
"budget",24,15,0,0,345.0174511177946,566.0388679233962
"default",15,43,30,41,153.27684375253062,80
"default",8,35,12,34,52.812922792783006,20
"default",20,40,41,14,337.8561547538355,170
"default",1,1,23,25,358.9610277880682,160
"default",29,29,43,15,207.5655772292785,100
"normal",0,35,30,29,34.625038461163975,85.2785709460754
"default",10,27,30,41,252.70219562686822,120
"default",28,32,20,29,88.70602927119369,40
"default",11,40,48,30,388.6991855325371,190
"default",21,24,33,15,155.56806164203226,80
"default",20,26,12,24,92.71180760074053,40
"default",11,34,45,30,350.16633345771174,170
"default",40,32,40,19,142.76954974939775,60
"default",23,36,20,38,50.57091609236643,20
"default",7,7,28,18,239.6720957630063,120
"normal",10,35,24,30,50.417111149863274,111.1298782554295
